name;rating;damage_round;headshots;headshot_percent;aces;clutches;flawless;first_bloods;assists;kd_ratio;kills_round;score_round;win_percent;agent_1;gun1_name
InfameXs;Radiant;133.8;85.0;21.8;1;87;56;85.0;510.0;1.01;0.7;204.0;50.0;Fade;Vandal
DBCFrags;Radiant;130.1;93.0;23.1;1;118;46;93.0;426.0;0.92;0.7;195.7;51.4;Chamber;Vandal
FE limic;Radiant;135.4;111.0;20.1;1;60;38;111.0;200.0;0.97;0.7;211.8;56.8;Jett;Phantom
BONK kalth;Radiant;172.4;217.0;27.3;1;72;31;217.0;134.0;1.41;1.0;269.2;48.1;Chamber;Vandal
SE brax;Radiant;144.8;59.0;35.3;0;51;38;59.0;201.0;1.1;0.8;214.4;64.7;Breach;Vandal
Kyro;Radiant;148.3;238.0;19.0;1;125;61;238.0;345.0;1.12;0.8;227.5;46.2;Chamber;Vandal
QN Boredom;Radiant;139.3;223.0;35.4;5;167;64;223.0;457.0;0.97;0.7;209.3;50.5;Jett;Vandal
Rew;Radiant;135.1;92.0;24.3;2;62;48;92.0;310.0;0.98;0.7;206.6;51.9;Omen;Vandal
sdjiaorfhnuwaeks;Radiant;116.4;70.0;18.1;0;60;42;70.0;258.0;0.81;0.6;175.4;59.0;Reyna;Vandal
kabetnimarga69;Radiant;131.3;130.0;23.1;2;118;57;130.0;410.0;1.01;0.7;201.7;60.6;Reyna;Vandal
LangRen;Radiant;146.4;107.0;22.7;1;102;85;107.0;518.0;1.19;0.8;226.3;51.4;Omen;Phantom
I Like Malding;Radiant;144.6;89.0;22.1;0;77;40;89.0;429.0;1.04;0.7;218.1;56.6;Viper;Vandal
WEeZzEe;Radiant;131.6;318.0;22.6;2;334;170;318.0;1.315;0.95;0.7;201.8;50.7;Astra;Vandal
go next;Radiant;176.2;353.0;53.2;7;173;95;353.0;295.0;1.38;1.0;268.0;55.0;Reyna;Vandal
Jiwoo;Radiant;141.2;167.0;19.7;3;138;80;167.0;421.0;1.09;0.8;217.5;55.6;Raze;Vandal
GOV Metchin;Radiant;134.2;114.0;29.3;2;113;68;114.0;484.0;0.98;0.7;202.1;49.3;Omen;Vandal
Whis;Radiant;162.9;176.0;22.9;1;100;71;176.0;343.0;1.31;0.9;252.4;60.0;Reyna;Vandal
NeKolas;Radiant;165.2;112.0;23.8;0;53;27;112.0;149.0;1.28;0.9;254.3;76.7;Chamber;Vandal
Orange Panda;Radiant;135.9;95.0;20.2;2;89;55;95.0;417.0;1.01;0.7;206.7;49.2;Sova;Vandal
Remix;Radiant;130.9;86.0;23.7;1;71;44;86.0;292.0;0.98;0.7;201.7;63.8;Sova;Vandal
Scarlemagne;Radiant;134.8;132.0;27.4;1;114;45;132.0;303.0;0.99;0.7;209.1;54.5;Astra;Vandal
SKS Nomad;Radiant;127.8;270.0;23.6;3;169;83;270.0;543.0;0.94;0.7;200.2;50.9;Jett;Vandal
Invincy;Radiant;137.2;148.0;22.0;0;106;48;148.0;233.0;0.93;0.7;213.4;58.0;Reyna;Vandal
Kyota;Radiant;132.3;108.0;29.6;1;76;48;108.0;188.0;0.98;0.7;200.7;67.5;Jett;Vandal
Ravvers;Radiant;125.1;124.0;32.7;1;87;54;124.0;205.0;0.93;0.7;189.1;56.1;Jett;Vandal
çš„ Nomercy;Immortal;142.1;289.0;24.7;1;143;89;289.0;388.0;1.03;0.8;222.8;47.9;Jett;Vandal
Gin;Radiant;140.3;127.0;22.8;2;79;43;127.0;250.0;1.04;0.7;210.6;53.6;Chamber;Vandal
BCN CHOIIOI;Radiant;127.1;130.0;25.8;0;107;75;130.0;491.0;0.97;0.7;194.7;54.0;Omen;Vandal
AG BabyShakee;Radiant;137.9;109.0;18.5;2;78;24;109.0;213.0;0.97;0.7;212.6;47.9;Neon;Vandal
aizai;Radiant;138.9;275.0;24.7;0;120;77;275.0;405.0;0.95;0.7;211.4;46.7;Jett;Vandal
Dekz;Radiant;146.5;123.0;24.6;0;86;45;123.0;277.0;1.08;0.8;221.8;56.4;Jett;Vandal
Wyte;Radiant;138.2;293.0;23.3;2;215;114;293.0;630.0;1.03;0.7;211.8;50.4;Chamber;Vandal
BB Xdll;Radiant;146.4;171.0;26.8;2;90;33;171.0;275.0;0.94;0.8;226.0;46.1;Jett;Vandal
HGC Ren;Radiant;128.8;110.0;22.5;0;101;68;110.0;541.0;0.97;0.7;198.1;45.9;Sage;Vandal
illumi;Immortal;172.3;257.0;30.5;3;98;35;257.0;250.0;1.14;0.9;265.4;40.3;Jett;Vandal
Twitch nasty2525;Radiant;159.1;150.0;23.1;3;58;37;150.0;223.0;1.21;0.9;249.7;60.0;Chamber;Vandal
Ras1ngh;Immortal;139.4;321.0;27.1;4;209;108;321.0;661.0;1.05;0.8;215.6;54.4;Reyna;Vandal
Twosixone;Radiant;154.4;152.0;31.9;1;72;45;152.0;203.0;1.08;0.8;234.7;57.7;Jett;Vandal
BIGã¯ã¾ã˜;Radiant;157.8;367.0;18.1;5;172;104;367.0;525.0;1.11;0.8;246.2;52.7;Raze;Vandal
Pusha S;Radiant;151.4;201.0;29.1;1;106;48;201.0;200.0;1.1;0.8;234.7;55.6;Reyna;Vandal
kayser;Radiant;136.0;92.0;15.1;0;60;35;92.0;166.0;1.06;0.7;207.8;63.4;Chamber;Vandal
Numbersman217;Radiant;143.3;169.0;17.2;3;140;84;169.0;611.0;1.1;0.8;223.0;63.4;Brimstone;Vandal
VL JN ã‚·;Radiant;133.8;163.0;23.2;0;73;35;163.0;162.0;0.99;0.8;212.8;55.1;Jett;Vandal
oNARA;Immortal;146.2;135.0;25.3;0;84;52;135.0;347.0;1.08;0.8;223.1;50.9;Jett;Vandal
Marcel;Radiant;139.3;159.0;18.3;2;77;57;159.0;362.0;1.04;0.7;215.6;59.0;Neon;Vandal
ç—”enD;Radiant;151.8;132.0;27.7;1;72;37;132.0;163.0;1.04;0.8;233.1;57.9;Jett;Vandal
fortnitekid143;Immortal;160.7;148.0;32.3;1;75;43;148.0;217.0;1.15;0.8;245.5;56.2;Reyna;Vandal
Salt;Radiant;117.1;139.0;17.6;0;121;88;139.0;459.0;0.93;0.6;177.6;60.9;Chamber;Vandal
G n a y i h s;Radiant;148.3;80.0;18.8;3;56;35;80.0;229.0;1.19;0.8;228.9;68.3;Sova;Vandal
TMC maven;Radiant;161.4;420.0;20.1;8;227;110;420.0;692.0;1.09;0.8;251.0;59.1;Raze;Vandal
SpongeBR;Radiant;133.5;133.0;29.0;1;69;57;133.0;318.0;1.03;0.7;205.4;59.4;KAY/O;Vandal
SUPERMAN14392786;Immortal;141.5;210.0;26.5;2;131;79;210.0;545.0;1.01;0.7;216.1;59.6;Viper;Vandal
chinchilla;Radiant;130.6;81.0;17.6;3;77;49;81.0;324.0;1.08;0.7;202.2;63.0;Viper;Phantom
Megumin;Radiant;147.5;177.0;28.0;0;135;62;177.0;367.0;1.04;0.8;221.7;53.8;Jett;Vandal
Skylervon;Radiant;133.7;90.0;26.3;5;110;71;90.0;391.0;1.16;0.8;205.3;57.5;Chamber;Vandal
caramelie;Immortal;139.4;180.0;22.6;1;132;80;180.0;367.0;1.02;0.8;216.5;44.2;Reyna;Vandal
prxjinggg fanboy;Radiant;148.0;177.0;20.0;0;84;44;177.0;299.0;1.05;0.8;235.3;61.5;Cypher;Vandal
bait only;Radiant;126.3;184.0;18.1;0;116;88;184.0;357.0;0.92;0.7;189.5;46.8;Chamber;Phantom
Moon;Radiant;160.5;97.0;21.8;1;42;32;97.0;183.0;1.25;0.9;246.5;55.3;Chamber;Vandal
raaaaaa;Radiant;150.5;75.0;35.0;2;44;31;75.0;156.0;1.19;0.8;225.8;61.8;Reyna;Vandal
LFT MICRO2K;Radiant;119.5;188.0;19.2;2;193;136;188.0;1.094;0.86;0.6;181.7;52.1;Omen;Vandal
LFT Avesteer;Radiant;138.2;151.0;19.2;1;123;67;151.0;417.0;1.09;0.8;215.2;47.8;Reyna;Vandal
feet;Radiant;143.3;134.0;23.2;2;78;57;134.0;304.0;1.1;0.8;221.2;50.8;Cypher;Phantom
Fortnite player;Radiant;122.7;158.0;14.7;0;114;56;158.0;286.0;0.91;0.7;193.5;51.5;Chamber;Vandal
ANSE dashizx;Radiant;151.0;243.0;27.9;0;159;80;243.0;284.0;1.09;0.8;232.1;55.2;Jett;Vandal
dyldoJOB;Radiant;168.1;188.0;25.4;6;68;34;188.0;208.0;1.14;0.9;259.3;55.3;Reyna;Vandal
Teiyo;Radiant;142.7;99.0;31.8;0;53;51;99.0;238.0;1.11;0.8;215.8;59.6;Sova;Vandal
JxoN;Radiant;132.6;127.0;24.1;0;66;46;127.0;204.0;0.96;0.7;202.9;52.1;Reyna;Vandal
PAK;Radiant;144.2;175.0;17.3;1;101;74;175.0;370.0;1.01;0.7;222.1;63.1;Sova;Vandal
FranckSinner;Radiant;137.1;345.0;19.8;4;192;107;345.0;555.0;0.93;0.7;209.3;52.1;Jett;Vandal
Autumn;Radiant;139.9;439.0;26.5;6;227;139;439.0;752.0;1.15;0.8;219.1;53.9;Sage;Vandal
ARtgun;Radiant;124.0;98.0;18.8;1;91;45;98.0;331.0;0.93;0.7;191.0;63.8;Raze;Vandal
pAnn;Radiant;142.3;298.0;30.8;0;211;112;298.0;763.0;1.05;0.8;217.3;51.0;Chamber;Vandal
VETTEL 5;Immortal;161.0;811.0;22.3;16;308;145;811.0;857.0;1.07;0.8;245.8;52.6;Reyna;Vandal
Mawin;Immortal;145.6;150.0;26.7;0;84;61;150.0;279.0;1.14;0.8;223.4;54.5;Chamber;Vandal
Luminous;Radiant;140.5;68.0;25.9;0;63;46;68.0;210.0;1.08;0.8;211.5;61.9;Chamber;Vandal
NotShaik;Radiant;131.5;193.0;13.0;3;155;94;193.0;501.0;1.04;0.7;208.1;54.0;Chamber;Vandal
VE jacobqt;Radiant;147.2;88.0;20.9;1;62;45;88.0;301.0;1.25;0.8;226.5;54.9;Chamber;Vandal
twitch keiy9;Radiant;137.7;67.0;19.7;1;55;42;67.0;193.0;0.99;0.7;209.5;61.8;Chamber;Vandal
XA Akazukin;Radiant;120.2;119.0;20.6;0;74;46;119.0;261.0;0.87;0.6;184.0;55.6;Jett;Vandal
STELLAR;Radiant;129.8;177.0;24.0;0;145;80;177.0;528.0;0.92;0.7;199.2;55.4;Fade;Vandal
merlin;Radiant;145.2;179.0;34.0;3;134;73;179.0;251.0;1.04;0.8;221.8;47.6;Jett;Vandal
TSC Boukgan;Radiant;144.6;71.0;26.7;2;57;37;71.0;305.0;1.13;0.8;222.2;55.3;Omen;Vandal
REV FokFox;Radiant;146.8;88.0;21.0;0;49;24;88.0;175.0;1.08;0.8;229.4;69.7;Raze;Vandal
XLR8;Radiant;141.3;158.0;17.2;1;92;54;158.0;412.0;0.98;0.7;215.7;47.8;Raze;Vandal
XAN OverFlowZ;Radiant;150.0;265.0;17.0;1;164;74;265.0;491.0;1.13;0.8;241.3;59.0;Raze;Vandal
brimestone sex;Radiant;178.7;560.0;35.7;10;221;66;560.0;394.0;1.16;1.0;281.4;54.9;Jett;Vandal
å‹ã£ã¦æ³£ã“ã†ãœ;Radiant;158.3;242.0;30.1;3;110;61;242.0;226.0;1.1;0.9;250.3;58.3;Jett;Vandal
shikai;Radiant;142.7;99.0;32.6;1;82;47;99.0;236.0;1.11;0.8;221.5;56.6;Chamber;Vandal
ï¼¥ï¼³ï¼¥ï¼¸  ï¼¥ï¼®ï¼´ï¼¨ï¼µï¼³ï¼©ï¼¡ï¼³ï¼´;Radiant;111.4;65.0;15.7;0;57;35;65.0;244.0;0.8;0.6;172.5;54.8;Chamber;Vandal
à¸à¸²à¸™à¹‚à¸„à¸•à¸£à¹€à¸—à¸ž;Radiant;141.1;243.0;27.6;3;148;66;243.0;392.0;1.01;0.8;216.8;49.4;Reyna;Vandal
VIPRS June;Radiant;123.3;55.0;22.4;1;89;41;55.0;290.0;0.9;0.6;182.9;54.0;Sova;Vandal
Silhouette;Radiant;159.5;346.0;18.8;1;157;89;346.0;466.0;1.21;0.9;250.5;49.6;Chamber;Vandal
OwEmJayyy;Radiant;134.1;132.0;23.0;1;104;42;132.0;259.0;0.95;0.7;209.0;60.4;Skye;Vandal
vision;Radiant;145.9;227.0;29.3;2;127;44;227.0;233.0;1.08;0.8;224.6;56.5;Jett;Vandal
ALK Primo;Radiant;156.3;264.0;22.9;4;140;65;264.0;483.0;1.11;0.8;238.0;48.4;Reyna;Vandal
çŒ« å¤ª;Radiant;159.3;171.0;29.8;2;70;60;171.0;232.0;1.17;0.8;242.5;56.1;Jett;Vandal
GoodSon;Radiant;143.8;112.0;20.3;0;92;38;112.0;398.0;0.98;0.7;219.7;52.5;Fade;Vandal
Mulgokizari;Radiant;143.1;109.0;20.6;2;94;50;109.0;276.0;1.05;0.8;214.8;66.0;Sova;Vandal
Nelo poaro;Radiant;144.0;114.0;20.3;2;88;49;114.0;407.0;1.05;0.8;217.7;55.4;Sova;Vandal
ZAiDz;Radiant;148.1;80.0;32.6;2;68;45;80.0;242.0;1.2;0.8;222.0;50.9;Sova;Vandal
limitado;Radiant;145.6;159.0;27.7;1;90;55;159.0;229.0;1.12;0.8;223.7;57.1;Chamber;Vandal
peek me Muggle;Radiant;145.2;179.0;18.7;2;108;58;179.0;310.0;1.15;0.8;223.8;62.3;Chamber;Vandal
MOJIKO;Radiant;127.8;155.0;18.1;1;110;56;155.0;464.0;0.91;0.7;197.4;49.3;Sova;Vandal
GOD Oaks;Radiant;149.5;211.0;36.8;2;145;72;211.0;310.0;1.11;0.8;227.0;50.6;Chamber;Vandal
skadooskurt;Radiant;138.3;488.0;29.5;5;259;111;488.0;677.0;0.93;0.7;208.5;43.6;Jett;Vandal
Terrytizbob;Radiant;118.9;90.0;30.3;0;83;62;90.0;398.0;0.87;0.6;182.8;47.5;Brimstone;Vandal
parmahoy;Radiant;137.0;173.0;29.2;3;108;94;173.0;401.0;1.0;0.8;213.3;62.5;Omen;Vandal
Eto;Radiant;153.8;283.0;23.2;3;88;80;283.0;186.0;1.21;0.9;244.5;58.0;Chamber;Vandal
Gojang;Radiant;121.5;70.0;22.2;1;66;35;70.0;223.0;0.84;0.6;180.7;63.0;Jett;Vandal
En Passant;Radiant;155.9;130.0;27.8;3;65;56;130.0;260.0;1.22;0.8;233.4;49.2;Chamber;Vandal
è¸ã‚“ã§ãã ã•ã„;Diamond -;152.1;508.0;22.0;3;267;162;508.0;595.0;1.07;0.8;235.1;50.0;Chamber;Vandal
crazyboy2k;Radiant;156.2;177.0;27.3;5;136;68;177.0;366.0;1.18;0.8;236.8;58.2;Reyna;Vandal
MqCee;Radiant;152.3;119.0;25.7;2;73;70;119.0;315.0;1.23;0.8;228.3;60.0;Viper;Vandal
ï¼¨ï¼¡ï¼²ï¼²ï¼©ï¼³ï¼¯ï¼®;Radiant;148.9;210.0;23.1;1;132;88;210.0;655.0;1.04;0.8;227.9;57.5;Fade;Vandal
fissionPanda;Radiant;136.8;135.0;20.9;0;78;45;135.0;331.0;1.04;0.7;212.1;58.2;Chamber;Vandal
SumLee;Radiant;155.5;280.0;22.2;2;108;65;280.0;283.0;1.12;0.8;242.6;48.8;Jett;Vandal
nakamura kazuha;Radiant;130.2;125.0;22.0;0;93;60;125.0;310.0;0.97;0.7;195.8;59.4;Chamber;Vandal
Oozy;Radiant;151.9;178.0;23.0;2;142;75;178.0;383.0;1.1;0.8;230.3;49.4;Chamber;Vandal
ç¡é£½é£½;Radiant;164.7;112.0;23.2;1;76;46;112.0;298.0;1.27;0.9;253.4;51.9;Raze;Vandal
Aeslerth;Radiant;137.8;120.0;18.0;1;114;66;120.0;439.0;1.06;0.7;208.9;45.7;Chamber;Vandal
cuppycake;Radiant;124.0;127.0;20.5;5;167;110;127.0;795.0;0.93;0.6;185.9;55.3;Viper;Vandal
sss;Radiant;140.4;119.0;29.0;0;96;58;119.0;368.0;1.16;0.8;216.4;51.4;Chamber;Vandal
Romeoz;Radiant;159.7;195.0;24.0;4;109;74;195.0;432.0;1.26;0.8;242.4;60.3;Jett;Vandal
ãƒžã‚¶ãƒ¼ã•ã‚“å¤§å¥½ã;Radiant;160.3;411.0;21.2;13;230;177;411.0;772.0;1.25;0.9;249.6;50.9;Jett;Vandal
icecream;Radiant;151.7;445.0;29.4;3;244;126;445.0;733.0;1.06;0.8;230.0;50.9;Jett;Phantom
HazeNoAim;Radiant;141.2;64.0;18.4;1;51;38;64.0;221.0;1.16;0.8;215.3;61.0;Chamber;Vandal
APX Raru;Radiant;155.3;126.0;25.1;2;66;45;126.0;181.0;1.13;0.8;233.8;52.1;Chamber;Vandal
LFT Afiku;Radiant;144.4;131.0;20.8;1;69;42;131.0;196.0;1.11;0.7;212.1;56.9;Chamber;Vandal
Xiao Yan;Radiant;139.5;246.0;21.4;1;132;75;246.0;478.0;1.03;0.7;211.1;45.3;Chamber;Vandal
VK heat;Radiant;141.2;173.0;26.3;3;68;50;173.0;163.0;1.0;0.8;222.7;50.0;Jett;Vandal
Jaskier;Radiant;142.5;169.0;26.9;0;102;43;169.0;230.0;1.02;0.8;218.5;50.9;Chamber;Vandal
13 Naji;Radiant;142.3;258.0;25.2;3;161;79;258.0;412.0;1.04;0.8;215.6;53.1;Chamber;Vandal
CAL Mohzin;Radiant;148.0;137.0;23.3;3;74;45;137.0;279.0;1.04;0.8;231.0;62.8;Sova;Vandal
IBSG santeria;Radiant;153.5;343.0;21.8;3;130;75;343.0;333.0;1.11;0.8;238.2;58.1;Jett;Vandal
Malachi;Radiant;148.5;178.0;23.4;2;108;68;178.0;339.0;1.17;0.8;226.8;62.8;Reyna;Vandal
yor;Radiant;192.9;152.0;25.0;4;86;38;152.0;221.0;1.38;1.0;291.5;63.3;Raze;Vandal
Kaze;Radiant;151.0;377.0;27.4;1;194;96;377.0;452.0;1.11;0.8;231.1;58.9;Jett;Vandal
Nimo;Radiant;161.7;209.0;25.2;1;91;82;209.0;270.0;1.36;0.9;249.1;59.0;Chamber;Vandal
Surve;Radiant;149.0;254.0;32.1;1;133;37;254.0;305.0;1.02;0.8;226.9;50.7;Chamber;Vandal
S2 MiLuan;Radiant;148.7;121.0;22.0;1;80;52;121.0;427.0;1.2;0.8;227.2;58.2;Fade;Vandal
1CHIGO;Radiant;156.8;183.0;21.6;2;103;44;183.0;268.0;1.12;0.8;237.6;52.3;Chamber;Vandal
M U R D O C K;Radiant;152.0;222.0;16.1;1;86;73;222.0;290.0;1.13;0.8;237.6;54.3;Jett;Vandal
ACE Jellows;Radiant;163.4;136.0;28.7;2;75;29;136.0;175.0;1.2;0.9;253.5;58.1;Reyna;Vandal
SNY MaxZ;Radiant;144.1;96.0;25.8;1;65;39;96.0;160.0;1.07;0.8;218.5;59.5;Chamber;Vandal
RC KUROLIA;Radiant;151.2;127.0;29.1;3;69;48;127.0;286.0;1.14;0.8;232.3;52.7;Viper;Vandal
Alive;Radiant;144.8;148.0;25.0;4;62;47;148.0;166.0;1.02;0.8;222.2;52.1;Chamber;Vandal
diaz;Radiant;122.3;100.0;25.3;0;74;43;100.0;234.0;0.87;0.7;188.7;42.0;Chamber;Vandal
Kirito;Radiant;145.8;176.0;22.4;2;147;77;176.0;487.0;1.07;0.8;219.7;52.1;Chamber;Vandal
MrXtos;Radiant;120.4;97.0;26.4;0;84;66;97.0;371.0;1.02;0.7;187.6;62.9;Omen;Phantom
sekim;Radiant;140.7;102.0;27.7;1;63;43;102.0;125.0;1.09;0.8;216.5;60.5;Chamber;Vandal
Kazari;Radiant;146.5;313.0;29.1;5;219;100;313.0;521.0;1.02;0.8;221.7;62.5;Jett;Vandal
kuro;Radiant;145.6;129.0;32.6;4;78;59;129.0;215.0;0.99;0.8;218.8;59.6;Reyna;Vandal
Akutan Aqua;Radiant;153.1;447.0;21.3;7;225;145;447.0;612.0;1.14;0.8;237.6;53.2;Chamber;Vandal
SoopremeLeadaaa;Radiant;137.6;292.0;22.1;2;179;89;292.0;717.0;0.98;0.7;209.1;50.0;Raze;Vandal
sExYstraFxe123;Radiant;146.0;204.0;24.8;0;100;61;204.0;358.0;1.05;0.8;223.4;56.4;Jett;Vandal
Twitch JabberW0X;Radiant;119.8;66.0;19.3;1;56;60;66.0;372.0;0.96;0.6;182.6;52.5;Sova;Vandal
RGE Shurlock;Radiant;158.0;88.0;23.5;2;62;46;88.0;196.0;1.16;0.8;239.0;58.5;Raze;Vandal
SV Lostboy;Radiant;132.4;133.0;26.0;1;133;50;133.0;486.0;0.97;0.7;200.5;53.2;Astra;Vandal
RN JohnCunãƒŠ;Radiant;134.6;163.0;27.8;1;120;61;163.0;404.0;1.0;0.7;205.7;41.2;Chamber;Vandal
dudhorselenpai;Radiant;134.6;170.0;20.5;0;163;99;170.0;816.0;1.07;0.7;208.2;48.8;Fade;Vandal
X i o N;Radiant;150.2;110.0;21.0;1;72;59;110.0;168.0;1.11;0.8;221.9;76.7;Raze;Vandal
T5 Excrozit;Radiant;174.8;235.0;27.7;6;176;78;235.0;521.0;1.27;0.9;268.0;60.0;Raze;Vandal
å°å£åç‹™å‡»æ‰‹;Radiant;130.7;302.0;20.8;2;186;130;302.0;630.0;1.08;0.7;200.5;54.0;Chamber;Vandal
BH Jonas;Radiant;144.8;333.0;19.0;3;214;117;333.0;823.0;1.09;0.8;229.9;54.2;Jett;Vandal
trix;Radiant;149.9;202.0;25.8;0;116;65;202.0;270.0;1.18;0.8;226.9;59.1;Chamber;Vandal
Shukripapa;Radiant;150.0;364.0;19.0;3;227;107;364.0;735.0;0.98;0.8;225.4;52.6;Raze;Vandal
dlwlrma;Radiant;144.4;220.0;14.0;3;116;74;220.0;396.0;1.04;0.8;224.8;52.4;Raze;Vandal
chocopon;Radiant;141.3;90.0;30.4;1;73;46;90.0;224.0;1.03;0.8;216.5;53.5;Brimstone;Vandal
Chewvava;Radiant;144.2;266.0;28.6;4;167;98;266.0;360.0;1.11;0.8;220.3;51.4;Chamber;Vandal
MikeyXD;Radiant;129.0;110.0;21.7;2;68;27;110.0;147.0;0.9;0.7;200.9;66.7;Jett;Vandal
ZEN noia;Radiant;141.5;91.0;28.0;0;63;31;91.0;153.0;1.07;0.8;212.2;53.5;Chamber;Vandal
ç¾ä¸ç™»æ ¡ã§ã™ã‚­ãƒ£ãƒªãƒ¼ã—ã¾ã™;Diamond -;121.5;66.0;15.3;0;47;36;66.0;142.0;0.89;0.7;184.4;53.9;Chamber;Vandal
Aru 15yo;Radiant;117.8;65.0;25.5;0;54;29;65.0;209.0;0.92;0.6;178.0;54.8;KAY/O;Vandal
ZOL Whan;Radiant;124.2;54.0;26.4;0;45;28;54.0;255.0;1.01;0.7;187.0;55.3;Omen;Vandal
Escanor;Radiant;149.9;164.0;18.4;2;115;84;164.0;475.0;1.17;0.8;230.1;61.2;Fade;Vandal
Victorpoopoo;Radiant;152.2;90.0;35.6;1;58;26;90.0;165.0;1.11;0.8;228.4;64.3;Reyna;Vandal
GGK Blast;Radiant;149.7;228.0;21.2;2;114;77;228.0;252.0;1.06;0.8;232.3;58.3;Jett;Vandal
down;Radiant;151.5;117.0;27.2;2;65;41;117.0;165.0;1.12;0.8;235.0;50.0;Jett;Vandal
imisyousobad;Radiant;153.1;301.0;19.6;1;146;79;301.0;433.0;1.06;0.8;237.9;53.9;Jett;Vandal
GE Lilboyy;Radiant;137.3;220.0;20.8;1;153;81;220.0;557.0;1.05;0.7;211.4;46.9;Jett;Vandal
K1uX;Radiant;159.3;431.0;25.8;0;169;104;431.0;445.0;1.15;0.9;250.0;54.8;Jett;Vandal
007 Relapse;Radiant;155.0;367.0;26.2;3;179;112;367.0;464.0;1.11;0.8;236.3;53.2;Jett;Vandal
damaraaNWJ;Radiant;159.4;191.0;27.0;1;123;34;191.0;307.0;1.12;0.9;250.3;51.6;Raze;Vandal
e38188e381b3;Radiant;128.0;235.0;19.8;2;174;98;235.0;671.0;0.98;0.7;195.7;51.5;Chamber;Vandal
Rjhay;Radiant;159.5;66.0;22.7;1;48;32;66.0;225.0;1.22;0.8;239.3;61.1;Sova;Vandal
Deoxys;Radiant;165.0;117.0;23.5;0;69;40;117.0;175.0;1.2;0.9;255.2;61.9;Reyna;Vandal
343;Radiant;150.1;134.0;33.7;2;69;60;134.0;262.0;1.18;0.8;233.5;61.2;Reyna;Vandal
ZarRyabBb æ–‡;Radiant;144.6;340.0;28.1;2;172;95;340.0;581.0;1.02;0.8;220.6;58.8;Chamber;Vandal
RAX Rejay;Radiant;129.5;210.0;23.2;1;98;69;210.0;372.0;0.96;0.7;199.7;45.8;Jett;Vandal
bbcullen;Radiant;131.8;159.0;18.6;0;102;67;159.0;446.0;1.05;0.7;202.3;60.0;Chamber;Vandal
TeqqiE;Radiant;145.0;373.0;17.7;1;182;86;373.0;583.0;0.99;0.8;228.8;41.7;Jett;Vandal
kirin;Radiant;135.9;184.0;23.0;0;109;57;184.0;356.0;0.98;0.7;206.7;45.8;Chamber;Vandal
æˆ‘æƒ³å¥¹;Immortal;146.3;194.0;25.1;0;141;67;194.0;460.0;1.1;0.8;222.3;49.5;Jett;Vandal
r u boosted;Radiant;159.0;447.0;28.4;7;241;97;447.0;529.0;1.15;0.9;246.4;44.8;Jett;Vandal
MasK;Radiant;127.0;349.0;28.2;3;262;117;349.0;589.0;0.9;0.7;197.0;50.3;Chamber;Vandal
GNZ kinii;Radiant;138.0;41.0;22.4;0;67;26;41.0;321.0;1.03;0.7;206.2;51.2;Brimstone;Vandal
Dorswagen;Radiant;162.8;91.0;25.4;1;68;22;91.0;159.0;1.23;0.9;249.0;62.2;Skye;Vandal
Ruizuyu;Radiant;131.5;318.0;18.2;2;164;97;318.0;523.0;0.95;0.7;208.0;58.6;Chamber;Vandal
DrBukchoi;Radiant;152.3;95.0;27.2;1;57;47;95.0;248.0;1.21;0.8;232.4;63.4;Fade;Vandal
Natpf;Radiant;151.9;231.0;28.7;7;120;85;231.0;333.0;1.17;0.8;232.8;47.4;Reyna;Vandal
Sharingan;Radiant;169.9;257.0;23.1;6;132;60;257.0;370.0;1.1;0.8;255.4;50.0;Raze;Vandal
MRABOOK;Radiant;168.6;294.0;20.0;3;136;78;294.0;466.0;1.29;0.9;260.7;50.5;Jett;Vandal
CJ Fortherave;Radiant;147.3;143.0;21.4;0;104;35;143.0;325.0;1.0;0.7;219.8;53.5;Raze;Vandal
Kinru;Radiant;157.3;155.0;22.2;3;102;54;155.0;262.0;1.12;0.8;237.2;58.1;Jett;Vandal
Pocky;Radiant;141.6;80.0;23.1;0;68;36;80.0;256.0;1.09;0.7;209.7;68.2;Chamber;Vandal
DDAK aek;Radiant;163.7;534.0;28.3;7;247;132;534.0;543.0;1.1;0.9;253.6;55.1;Jett;Vandal
HE Sals;Radiant;136.2;160.0;22.5;1;110;69;160.0;400.0;1.0;0.7;207.8;41.8;Sova;Vandal
PYR Didray;Radiant;146.8;129.0;24.1;1;78;39;129.0;231.0;1.06;0.8;221.0;57.5;Jett;Vandal
OLY Exzou;Radiant;134.6;195.0;30.6;2;124;59;195.0;344.0;0.97;0.7;204.7;55.4;Chamber;Vandal
NISSAN GTR NISMO;Radiant;145.6;165.0;23.0;2;84;50;165.0;223.0;1.13;0.8;229.7;60.4;Yoru;Vandal
æ©‹æœ¬ç’°å¥ˆãƒŽã¾ã‚“æ¯›;Radiant;148.2;167.0;22.4;3;79;81;167.0;269.0;1.2;0.8;232.9;60.9;Chamber;Vandal
Losidantae;Radiant;152.9;146.0;19.7;2;114;66;146.0;439.0;1.21;0.8;230.4;61.5;Chamber;Vandal
Hopebi;Radiant;148.4;372.0;25.7;3;189;124;372.0;676.0;1.05;0.8;232.2;51.1;Jett;Vandal
Etrusz;Radiant;124.8;98.0;19.3;0;138;78;98.0;673.0;0.95;0.7;188.5;59.5;Omen;Vandal
